Sufijo,Número,frec_afijada,frec_pseudoafijada,count_afijada,count_pseudoafijada,prop_frec_afij,prop_count_afij
 grafía ,plural ,3.0,0.0,2.0,0.0,1.0,1.0
 grafía ,singular ,1486.0,11.0,63.0,3.0,0.9926519706078825,0.9545454545454546
 grama ,Total,2252.0,3.0,31.0,2.0,0.998669623059867,0.9393939393939394
 grama ,plural ,3.0,1.0,3.0,1.0,0.75,0.75
 grama ,singular ,2249.0,2.0,28.0,1.0,0.9991115059973346,0.9655172413793104
 gramo ,Total,12.0,15.0,3.0,1.0,0.4444444444444444,0.75
 gramo ,plural ,4.0,0.0,1.0,0.0,1.0,1.0
 gramo ,singular ,8.0,15.0,2.0,1.0,0.34782608695652173,0.6666666666666666
 ia ,Total,2487.0,29539.0,120.0,549.0,0.07765565478049086,0.17937219730941703
 ia ,plural ,139.0,5022.0,27.0,179.0,0.026932764968029453,0.13106796116504854
 ia ,singular ,2348.0,24517.0,93.0,370.0,0.0873999627768472,0.20086393088552915
 iana ,Total,442.0,1132.0,24.0,41.0,0.28081321473951715,0.36923076923076925
 iana ,plural ,4.0,5.0,2.0,4.0,0.4444444444444444,0.3333333333333333
 iana ,singular ,438.0,1127.0,22.0,37.0,0.27987220447284344,0.3728813559322034
 iano ,Total,379.0,1607.0,32.0,64.0,0.1908358509566969,0.3333333333333333
 iano ,plural ,20.0,12.0,8.0,9.0,0.625,0.47058823529411764
 iano ,singular ,359.0,1595.0,24.0,55.0,0.18372569089048107,0.3037974683544304
 iatra ,Total,149.0,1.0,4.0,1.0,0.9933333333333333,0.8
 iatra ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 iatra ,singular ,148.0,1.0,3.0,1.0,0.9932885906040269,0.75
 iatría ,Total,48.0,0.0,4.0,0.0,1.0,1.0
 iatría ,singular ,48.0,0.0,4.0,0.0,1.0,1.0
 ica ,Total,13634.0,13093.0,220.0,195.0,0.5101208515733153,0.5301204819277109
 ica ,plural ,125.0,24.0,28.0,6.0,0.8389261744966443,0.8235294117647058
 ica ,singular ,13509.0,13069.0,192.0,189.0,0.5082775227631876,0.5039370078740157
 icia ,Total,1614.0,1565.0,14.0,30.0,0.5077068260459264,0.3181818181818182
 icia ,plural ,0.0,16.0,0.0,4.0,0.0,0.0
 icia ,singular ,1614.0,1549.0,14.0,26.0,0.510275055327221,0.35
 icio ,Total,1267.0,3259.0,12.0,49.0,0.2799381352187362,0.19672131147540983
 icio ,plural ,0.0,8.0,0.0,4.0,0.0,0.0
 icio ,singular ,1267.0,3251.0,12.0,45.0,0.28043382027445773,0.21052631578947367
 ico ,Total,5798.0,17099.0,156.0,213.0,0.2532209459754553,0.42276422764227645
 ico ,plural ,132.0,528.0,28.0,46.0,0.2,0.3783783783783784
 ico ,singular ,5666.0,16571.0,128.0,167.0,0.2548005576291766,0.43389830508474575
 icona ,Total,15.0,45.0,3.0,3.0,0.25,0.5
 icona ,singular ,15.0,45.0,3.0,3.0,0.25,0.5
 icón ,Total,13.0,84.0,4.0,6.0,0.13402061855670103,0.4
 icón ,plural ,3.0,1.0,2.0,1.0,0.75,0.6666666666666666
 icón ,singular ,10.0,83.0,2.0,5.0,0.10752688172043011,0.2857142857142857
 ida ,Total,11725.0,11427.0,174.0,86.0,0.5064357290946786,0.6692307692307692
 ida ,plural ,41.0,35.0,5.0,8.0,0.5394736842105263,0.38461538461538464
 ida ,singular ,11684.0,11392.0,169.0,78.0,0.5063269197434564,0.6842105263157895
 ido ,Total,35770.0,8904.0,315.0,123.0,0.8006894390473206,0.7191780821917808
 ido ,plural ,115.0,44.0,24.0,17.0,0.7232704402515723,0.5853658536585366
 ido ,singular ,35655.0,8860.0,291.0,106.0,0.8009659665281366,0.7329974811083123
 ija ,Total,61.0,1896.0,11.0,17.0,0.031170158405723045,0.39285714285714285
 ija ,plural ,3.0,1.0,3.0,1.0,0.75,0.75
 ija ,singular ,58.0,1895.0,8.0,16.0,0.029697900665642603,0.3333333333333333
 ijo ,Total,38.0,2785.0,8.0,21.0,0.013460857244066596,0.27586206896551724
 ijo ,plural ,0.0,29.0,0.0,2.0,0.0,0.0
 ijo ,singular ,38.0,2756.0,8.0,19.0,0.013600572655690766,0.2962962962962963
 ijón ,Total,1.0,26.0,1.0,2.0,0.037037037037037035,0.3333333333333333
 ijón ,singular ,1.0,26.0,1.0,2.0,0.037037037037037035,0.3333333333333333
 il ,Total,948.0,5923.0,24.0,95.0,0.13797118323388152,0.20168067226890757
 il ,plural ,5.0,184.0,3.0,14.0,0.026455026455026454,0.17647058823529413
 il ,singular ,943.0,5739.0,21.0,81.0,0.14112541155342712,0.20588235294117646
 illa ,Total,1354.0,2915.0,232.0,125.0,0.3171702974935582,0.6498599439775911
 illa ,plural ,87.0,90.0,55.0,21.0,0.4915254237288136,0.7236842105263158
 illa ,singular ,1267.0,2825.0,177.0,104.0,0.30962854349951124,0.6298932384341637
 illo ,Total,1268.0,2620.0,274.0,66.0,0.32613168724279834,0.8058823529411765
 illo ,plural ,114.0,10.0,60.0,8.0,0.9193548387096774,0.8823529411764706
 illo ,singular ,1154.0,2610.0,214.0,58.0,0.3065887353878852,0.7867647058823529
 ilo ,Total,13.0,2005.0,8.0,32.0,0.006442021803766105,0.2
 ilo ,plural ,1.0,7.0,1.0,2.0,0.125,0.3333333333333333
 ilo ,singular ,12.0,1998.0,7.0,30.0,0.005970149253731343,0.1891891891891892
 ina ,Total,4633.0,8433.0,325.0,206.0,0.3545844175723251,0.6120527306967984
 ina ,plural ,52.0,46.0,34.0,19.0,0.5306122448979592,0.6415094339622641
 ina ,singular ,4581.0,8387.0,291.0,187.0,0.3532541640962369,0.608786610878661
 inga ,Total,2.0,46.0,1.0,11.0,0.041666666666666664,0.08333333333333333
 inga ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 inga ,singular ,2.0,45.0,1.0,10.0,0.0425531914893617,0.09090909090909091
 ingo ,Total,2.0,820.0,1.0,14.0,0.0024330900243309003,0.06666666666666667
 ingo ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 ingo ,singular ,2.0,819.0,1.0,13.0,0.00243605359317905,0.07142857142857142
 io ,Total,1960.0,52468.0,96.0,726.0,0.0360108767546116,0.11678832116788321
 io ,plural ,489.0,9470.0,36.0,287.0,0.04910131539311176,0.11145510835913312
 io ,singular ,1471.0,42998.0,60.0,439.0,0.03307922372888979,0.12024048096192384
 iondo ,Total,8.0,0.0,2.0,0.0,1.0,1.0
 iondo ,plural ,8.0,0.0,2.0,0.0,1.0,1.0
 ismo ,Total,6261.0,562.0,675.0,27.0,0.9176315403781328,0.9615384615384616
 ismo ,plural ,33.0,3.0,23.0,3.0,0.9166666666666666,0.8846153846153846
 ismo ,singular ,6228.0,559.0,652.0,24.0,0.9176366583173714,0.9644970414201184
 ista ,Total,8766.0,11788.0,685.0,70.0,0.4264863286951445,0.9072847682119205
 ista ,plural ,487.0,24.0,170.0,9.0,0.9530332681017613,0.9497206703910615
 ista ,singular ,8279.0,11764.0,515.0,61.0,0.41306191687871074,0.8940972222222222
 ita ,Total,2337.0,3851.0,419.0,101.0,0.37766645119586295,0.8057692307692308
 ita ,plural ,177.0,35.0,87.0,14.0,0.8349056603773585,0.8613861386138614
 ita ,singular ,2160.0,3816.0,332.0,87.0,0.3614457831325301,0.7923627684964201
 ito ,Total,1899.0,6331.0,331.0,128.0,0.2307411907654921,0.7211328976034859
 ito ,plural ,243.0,460.0,95.0,25.0,0.3456614509246088,0.7916666666666666
 ito ,singular ,1656.0,5871.0,236.0,103.0,0.2200079713033081,0.696165191740413
 iva ,Total,3219.0,2511.0,64.0,49.0,0.5617801047120419,0.5663716814159292
 iva ,plural ,43.0,35.0,8.0,11.0,0.5512820512820513,0.42105263157894735
 iva ,singular ,3176.0,2476.0,56.0,38.0,0.5619249823071479,0.5957446808510638
 ivo ,Total,4490.0,4789.0,97.0,58.0,0.4838883500377196,0.6258064516129033
 ivo ,plural ,69.0,1.0,11.0,1.0,0.9857142857142858,0.9166666666666666
 ivo ,singular ,4421.0,4788.0,86.0,57.0,0.4800738408079053,0.6013986013986014
 iza ,Total,14.0,616.0,9.0,35.0,0.022222222222222223,0.20454545454545456
 iza ,plural ,4.0,38.0,4.0,8.0,0.09523809523809523,0.3333333333333333
 iza ,singular ,10.0,578.0,5.0,27.0,0.017006802721088437,0.15625
 izo ,Total,67.0,466.0,12.0,29.0,0.12570356472795496,0.2926829268292683
 izo ,plural ,6.0,10.0,2.0,2.0,0.375,0.5
 izo ,singular ,61.0,456.0,10.0,27.0,0.11798839458413926,0.2702702702702703
 je ,Total,861.0,7714.0,58.0,78.0,0.10040816326530612,0.4264705882352941
 je ,plural ,17.0,82.0,6.0,10.0,0.1717171717171717,0.375
 je ,singular ,844.0,7632.0,52.0,68.0,0.09957527135441246,0.43333333333333335
 latría ,Total,12.0,0.0,2.0,0.0,1.0,1.0
 latría ,singular ,12.0,0.0,2.0,0.0,1.0,1.0
 lexia ,Total,1.0,0.0,1.0,0.0,1.0,1.0
 lexia ,singular ,1.0,0.0,1.0,0.0,1.0,1.0
 lito ,Total,9.0,430.0,6.0,68.0,0.02050113895216401,0.08108108108108109
 lito ,plural ,2.0,34.0,2.0,15.0,0.05555555555555555,0.11764705882352941
 lito ,singular ,7.0,396.0,4.0,53.0,0.017369727047146403,0.07017543859649122
 logía ,Total,2308.0,18.0,140.0,7.0,0.9922613929492692,0.9523809523809523
 logía ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 logía ,singular ,2307.0,18.0,139.0,7.0,0.9922580645161291,0.952054794520548
 ma ,Total,8.0,46861.0,2.0,415.0,0.00017068851479656063,0.004796163069544364
 ma ,plural ,7.0,1374.0,1.0,55.0,0.005068790731354091,0.017857142857142856
 ma ,singular ,1.0,45487.0,1.0,360.0,2.198381990854731e-05,0.002770083102493075
 mancia ,Total,8.0,9.0,3.0,3.0,0.47058823529411764,0.5
 mancia ,singular ,8.0,9.0,3.0,3.0,0.47058823529411764,0.5
 manía ,Total,24.0,142.0,11.0,3.0,0.14457831325301204,0.7857142857142857
 manía ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 manía ,singular ,23.0,142.0,10.0,3.0,0.1393939393939394,0.7692307692307693
 maquia ,Total,13.0,0.0,5.0,0.0,1.0,1.0
 maquia ,singular ,13.0,0.0,5.0,0.0,1.0,1.0
 megalia ,Total,1.0,0.0,1.0,0.0,1.0,1.0
 megalia ,singular ,1.0,0.0,1.0,0.0,1.0,1.0
 menta ,Total,37.0,261.0,4.0,4.0,0.12416107382550336,0.5
 menta ,singular ,37.0,261.0,4.0,4.0,0.12416107382550336,0.5
 mento ,Total,1050.0,10123.0,36.0,63.0,0.09397655061308512,0.36363636363636365
 mento ,plural ,1.0,8.0,1.0,3.0,0.1111111111111111,0.25
 mento ,singular ,1049.0,10115.0,35.0,60.0,0.09396273737011823,0.3684210526315789
 metro ,Total,0.0,452.0,0.0,6.0,0.0,0.0
 metro ,singular ,0.0,452.0,0.0,6.0,0.0,0.0
 metría ,Total,0.0,43.0,0.0,3.0,0.0,0.0
 metría ,singular ,0.0,43.0,0.0,3.0,0.0,0.0
 miento ,Total,12013.0,59.0,501.0,11.0,0.9951126573889993,0.978515625
 miento ,plural ,22.0,3.0,15.0,3.0,0.88,0.8333333333333334
 miento ,singular ,11991.0,56.0,486.0,8.0,0.9953515398024404,0.9838056680161943
 mnesia ,Total,1.0,14.0,1.0,1.0,0.06666666666666667,0.5
 mnesia ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 mnesia ,singular ,0.0,14.0,0.0,1.0,0.0,0.0
 morfia ,Total,1.0,0.0,1.0,0.0,1.0,1.0
 morfia ,singular ,1.0,0.0,1.0,0.0,1.0,1.0
 ncia ,Total,16786.0,18590.0,228.0,236.0,0.47450248756218905,0.49137931034482757
 ncia ,plural ,10.0,17.0,9.0,7.0,0.37037037037037035,0.5625
 ncia ,singular ,16776.0,18573.0,219.0,229.0,0.4745820249512009,0.4888392857142857
 ndera ,Total,8.0,388.0,3.0,2.0,0.020202020202020204,0.6
 ndera ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 ndera ,singular ,7.0,388.0,2.0,2.0,0.017721518987341773,0.5
 ndero ,Total,7.0,142.0,2.0,9.0,0.04697986577181208,0.18181818181818182
 ndero ,plural ,2.0,2.0,1.0,1.0,0.5,0.5
 ndero ,singular ,5.0,140.0,1.0,8.0,0.034482758620689655,0.1111111111111111
 nema ,Total,0.0,5.0,0.0,3.0,0.0,0.0
 nema ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 nema ,singular ,0.0,4.0,0.0,2.0,0.0,0.0
 nomia ,Total,0.0,10.0,0.0,3.0,0.0,0.0
 nomia ,singular ,0.0,10.0,0.0,3.0,0.0,0.0
 nomía ,Total,1351.0,0.0,20.0,0.0,1.0,1.0
 nomía ,singular ,1351.0,0.0,20.0,0.0,1.0,1.0
 nta ,Total,134.0,20130.0,12.0,147.0,0.006612712198973549,0.07547169811320754
 nta ,plural ,3.0,224.0,3.0,24.0,0.013215859030837005,0.1111111111111111
 nta ,singular ,131.0,19906.0,9.0,123.0,0.006537904875979438,0.06818181818181818
 nte ,Total,17913.0,27049.0,438.0,300.0,0.39840309594768913,0.5934959349593496
 nte ,plural ,325.0,91.0,55.0,25.0,0.78125,0.6875
 nte ,singular ,17588.0,26958.0,383.0,275.0,0.3948278184348763,0.5820668693009119
 nza ,Total,3433.0,1410.0,42.0,43.0,0.7088581457774107,0.49411764705882355
 nza ,plural ,4.0,115.0,2.0,3.0,0.03361344537815126,0.4
 nza ,singular ,3429.0,1295.0,40.0,40.0,0.7258679085520745,0.5
 odoncia ,Total,0.0,11.0,0.0,2.0,0.0,0.0
 odoncia ,singular ,0.0,11.0,0.0,2.0,0.0,0.0
 odonte ,Total,0.0,2.0,0.0,1.0,0.0,0.0
 odonte ,plural ,0.0,2.0,0.0,1.0,0.0,0.0
 oide ,Total,164.0,1.0,35.0,1.0,0.9939393939393939,0.9722222222222222
 oide ,plural ,91.0,0.0,19.0,0.0,1.0,1.0
 oide ,singular ,73.0,1.0,16.0,1.0,0.9864864864864865,0.9411764705882353
 ol ,Total,3278.0,6052.0,13.0,66.0,0.35133976420150054,0.16455696202531644
 ol ,plural ,2.0,28.0,2.0,8.0,0.06666666666666667,0.2
 ol ,singular ,3276.0,6024.0,11.0,58.0,0.352258064516129,0.15942028985507245
 ona ,Total,527.0,5626.0,103.0,79.0,0.08564927677555664,0.5659340659340659
 ona ,plural ,39.0,16.0,14.0,10.0,0.7090909090909091,0.5833333333333334
 ona ,singular ,488.0,5610.0,89.0,69.0,0.08002623811085602,0.5632911392405063
 onimia ,Total,9.0,5.0,3.0,1.0,0.6428571428571429,0.75
 onimia ,singular ,9.0,5.0,3.0,1.0,0.6428571428571429,0.75
 opsia ,Total,42.0,0.0,3.0,0.0,1.0,1.0
 opsia ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 opsia ,singular ,41.0,0.0,2.0,0.0,1.0,1.0
 opsis ,Total,0.0,1.0,0.0,1.0,0.0,0.0
 opsis ,singular ,0.0,1.0,0.0,1.0,0.0,0.0
 opía ,Total,0.0,170.0,0.0,7.0,0.0,0.0
 opía ,singular ,0.0,170.0,0.0,7.0,0.0,0.0
 or ,Total,9509.0,37820.0,129.0,551.0,0.20091275961883834,0.18970588235294117
 or ,plural ,54.0,7465.0,15.0,412.0,0.007181806091235536,0.0351288056206089
 or ,singular ,9455.0,30355.0,114.0,139.0,0.23750313991459432,0.4505928853754941
 ora ,Total,331.0,7283.0,44.0,219.0,0.04347255056474915,0.16730038022813687
 ora ,plural ,10.0,441.0,7.0,125.0,0.022172949002217297,0.05303030303030303
 ora ,singular ,321.0,6842.0,37.0,94.0,0.04481362557587603,0.2824427480916031
 osa ,Total,1744.0,9393.0,89.0,51.0,0.15659513333931938,0.6357142857142857
 osa ,plural ,24.0,4.0,10.0,2.0,0.8571428571428571,0.8333333333333334
 osa ,singular ,1720.0,9389.0,79.0,49.0,0.154829417589342,0.6171875
 oso ,Total,2926.0,780.0,108.0,29.0,0.7895304910955208,0.7883211678832117
 oso ,plural ,297.0,10.0,14.0,4.0,0.9674267100977199,0.7777777777777778
 oso ,singular ,2629.0,770.0,94.0,25.0,0.7734627831715211,0.7899159663865546
 ota ,Total,103.0,3753.0,14.0,82.0,0.02671161825726141,0.14583333333333334
 ota ,plural ,1.0,43.0,1.0,8.0,0.022727272727272728,0.1111111111111111
 ota ,singular ,102.0,3710.0,13.0,74.0,0.026757607555089193,0.14942528735632185
 ote ,Total,236.0,889.0,27.0,69.0,0.20977777777777779,0.28125
 ote ,plural ,13.0,51.0,5.0,12.0,0.203125,0.29411764705882354
 ote ,singular ,223.0,838.0,22.0,57.0,0.21017907634307256,0.27848101265822783
 patía ,Total,50.0,178.0,15.0,5.0,0.21929824561403508,0.75
 patía ,plural ,3.0,0.0,2.0,0.0,1.0,1.0
 patía ,singular ,47.0,178.0,13.0,5.0,0.2088888888888889,0.7222222222222222
 pedia ,Total,48.0,0.0,3.0,0.0,1.0,1.0
 pedia ,singular ,48.0,0.0,3.0,0.0,1.0,1.0
 pepsia ,Total,0.0,2.0,0.0,1.0,0.0,0.0
 pepsia ,singular ,0.0,2.0,0.0,1.0,0.0,0.0
 peya ,Total,53.0,0.0,5.0,0.0,1.0,1.0
 peya ,singular ,53.0,0.0,5.0,0.0,1.0,1.0
 piteco ,Total,2.0,0.0,1.0,0.0,1.0,1.0
 piteco ,singular ,2.0,0.0,1.0,0.0,1.0,1.0
 plasia ,Total,5.0,1.0,3.0,1.0,0.8333333333333334,0.75
 plasia ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 plasia ,singular ,4.0,1.0,2.0,1.0,0.8,0.6666666666666666
 pnea ,Total,0.0,1.0,0.0,1.0,0.0,0.0
 pnea ,singular ,0.0,1.0,0.0,1.0,0.0,0.0
 podo ,Total,2.0,28.0,2.0,2.0,0.06666666666666667,0.5
 podo ,singular ,2.0,28.0,2.0,2.0,0.06666666666666667,0.5
 poli ,Total,50.0,44.0,5.0,4.0,0.5319148936170213,0.5555555555555556
 poli ,plural ,8.0,0.0,2.0,0.0,1.0,1.0
 poli ,singular ,42.0,44.0,3.0,4.0,0.4883720930232558,0.42857142857142855
 polio ,Total,68.0,22.0,3.0,4.0,0.7555555555555555,0.42857142857142855
 polio ,singular ,68.0,22.0,3.0,4.0,0.7555555555555555,0.42857142857142855
 praxis ,Total,0.0,10.0,0.0,1.0,0.0,0.0
 praxis ,singular ,0.0,10.0,0.0,1.0,0.0,0.0
 quiria ,Total,0.0,3.0,0.0,2.0,0.0,0.0
 quiria ,singular ,0.0,3.0,0.0,2.0,0.0,0.0
 ragia ,Total,21.0,0.0,2.0,0.0,1.0,1.0
 ragia ,singular ,21.0,0.0,2.0,0.0,1.0,1.0
 rea ,Total,17.0,1849.0,4.0,36.0,0.009110396570203644,0.1
 rea ,plural ,0.0,19.0,0.0,4.0,0.0,0.0
 rea ,singular ,17.0,1830.0,4.0,32.0,0.009204114780725501,0.1111111111111111
 reo ,Total,0.0,648.0,0.0,52.0,0.0,0.0
 reo ,plural ,0.0,16.0,0.0,4.0,0.0,0.0
 reo ,singular ,0.0,632.0,0.0,48.0,0.0,0.0
 rinco ,Total,0.0,12.0,0.0,1.0,0.0,0.0
 rinco ,singular ,0.0,12.0,0.0,1.0,0.0,0.0
 rra ,Total,0.0,7751.0,0.0,101.0,0.0,0.0
 rra ,plural ,0.0,50.0,0.0,15.0,0.0,0.0
 rra ,singular ,0.0,7701.0,0.0,86.0,0.0,0.0
 rrio ,Total,0.0,834.0,0.0,3.0,0.0,0.0
 rrio ,singular ,0.0,834.0,0.0,3.0,0.0,0.0
 rro ,Total,0.0,4067.0,0.0,112.0,0.0,0.0
 rro ,plural ,0.0,21.0,0.0,10.0,0.0,0.0
 rro ,singular ,0.0,4046.0,0.0,102.0,0.0,0.0
 saurio ,Total,31.0,4.0,7.0,2.0,0.8857142857142857,0.7777777777777778
 saurio ,plural ,1.0,2.0,1.0,1.0,0.3333333333333333,0.5
 saurio ,singular ,30.0,2.0,6.0,1.0,0.9375,0.8571428571428571
 sca ,Total,124.0,2644.0,16.0,49.0,0.044797687861271675,0.24615384615384617
 sca ,plural ,1.0,13.0,1.0,6.0,0.07142857142857142,0.14285714285714285
 sca ,singular ,123.0,2631.0,15.0,43.0,0.044662309368191724,0.25862068965517243
 sco ,Total,137.0,2665.0,11.0,66.0,0.048893647394718055,0.14285714285714285
 sco ,plural ,3.0,21.0,1.0,4.0,0.125,0.2
 sco ,singular ,134.0,2644.0,10.0,62.0,0.0482361411087113,0.1388888888888889
 scopio ,Total,110.0,3.0,16.0,1.0,0.9734513274336283,0.9411764705882353
 scopio ,singular ,110.0,3.0,16.0,1.0,0.9734513274336283,0.9411764705882353
 sema ,Total,0.0,2.0,0.0,1.0,0.0,0.0
 sema ,singular ,0.0,2.0,0.0,1.0,0.0,0.0
 semia ,Total,5.0,2.0,1.0,2.0,0.7142857142857143,0.3333333333333333
 semia ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 semia ,singular ,5.0,1.0,1.0,1.0,0.8333333333333334,0.5
 sepsia ,Total,0.0,4.0,0.0,1.0,0.0,0.0
 sepsia ,singular ,0.0,4.0,0.0,1.0,0.0,0.0
 sfera ,Total,215.0,85.0,9.0,2.0,0.7166666666666667,0.8181818181818182
 sfera ,singular ,215.0,85.0,9.0,2.0,0.7166666666666667,0.8181818181818182
 sis ,Total,322.0,4861.0,43.0,119.0,0.06212618174802238,0.2654320987654321
 sis ,singular ,322.0,4861.0,43.0,119.0,0.06212618174802238,0.2654320987654321
 sofo ,Total,193.0,0.0,3.0,0.0,1.0,1.0
 sofo ,plural ,1.0,0.0,1.0,0.0,1.0,1.0
 sofo ,singular ,192.0,0.0,2.0,0.0,1.0,1.0
 sofía ,Total,819.0,0.0,4.0,0.0,1.0,1.0
 sofía ,singular ,819.0,0.0,4.0,0.0,1.0,1.0
 soma ,Total,120.0,10.0,11.0,2.0,0.9230769230769231,0.8461538461538461
 soma ,plural ,6.0,0.0,2.0,0.0,1.0,1.0
 soma ,singular ,114.0,10.0,9.0,2.0,0.9193548387096774,0.8181818181818182
 stasia ,Total,0.0,16.0,0.0,4.0,0.0,0.0
 stasia ,singular ,0.0,16.0,0.0,4.0,0.0,0.0
 stasis ,Total,28.0,0.0,2.0,0.0,1.0,1.0
 stasis ,singular ,28.0,0.0,2.0,0.0,1.0,1.0
 stato ,Total,6.0,0.0,1.0,0.0,1.0,1.0
 stato ,singular ,6.0,0.0,1.0,0.0,1.0,1.0
 stico ,Total,220.0,1032.0,11.0,22.0,0.1757188498402556,0.3333333333333333
 stico ,plural ,18.0,0.0,4.0,0.0,1.0,1.0
 stico ,singular ,202.0,1032.0,7.0,22.0,0.16369529983792544,0.2413793103448276
 stoma ,Total,0.0,7.0,0.0,3.0,0.0,0.0
 stoma ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 stoma ,singular ,0.0,6.0,0.0,2.0,0.0,0.0
 tanasia ,Total,0.0,20.0,0.0,1.0,0.0,0.0
 tanasia ,singular ,0.0,20.0,0.0,1.0,0.0,0.0
 teca ,Total,391.0,61.0,11.0,8.0,0.8650442477876106,0.5789473684210527
 teca ,plural ,2.0,5.0,2.0,3.0,0.2857142857142857,0.4
 teca ,singular ,389.0,56.0,9.0,5.0,0.8741573033707866,0.6428571428571429
 tecnia ,Total,10.0,0.0,4.0,0.0,1.0,1.0
 tecnia ,singular ,10.0,0.0,4.0,0.0,1.0,1.0
 teco ,Total,22.0,10.0,4.0,3.0,0.6875,0.5714285714285714
 teco ,plural ,4.0,10.0,2.0,3.0,0.2857142857142857,0.4
 teco ,singular ,18.0,0.0,2.0,0.0,1.0,1.0
 telia ,Total,0.0,1.0,0.0,1.0,0.0,0.0
 telia ,singular ,0.0,1.0,0.0,1.0,0.0,0.0
 terapia ,Total,0.0,142.0,0.0,12.0,0.0,0.0
 terapia ,singular ,0.0,142.0,0.0,12.0,0.0,0.0
 terma ,Total,2.0,7.0,1.0,1.0,0.2222222222222222,0.5
 terma ,plural ,0.0,7.0,0.0,1.0,0.0,0.0
 terma ,singular ,2.0,0.0,1.0,0.0,1.0,1.0
 termo ,Total,0.0,6.0,0.0,1.0,0.0,0.0
 termo ,singular ,0.0,6.0,0.0,1.0,0.0,0.0
 tipo ,Total,0.0,3396.0,0.0,16.0,0.0,0.0
 tipo ,plural ,0.0,5.0,0.0,4.0,0.0,0.0
 tipo ,singular ,0.0,3391.0,0.0,12.0,0.0,0.0
 tomo ,Total,0.0,296.0,0.0,5.0,0.0,0.0
 tomo ,singular ,0.0,296.0,0.0,5.0,0.0,0.0
 tomía ,Total,14.0,131.0,6.0,4.0,0.09655172413793103,0.6
 tomía ,plural ,2.0,0.0,2.0,0.0,1.0,1.0
 tomía ,singular ,12.0,131.0,4.0,4.0,0.08391608391608392,0.5
 tono ,Total,0.0,929.0,0.0,5.0,0.0,0.0
 tono ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 tono ,singular ,0.0,928.0,0.0,4.0,0.0,0.0
 tonía ,Total,42.0,56.0,1.0,6.0,0.42857142857142855,0.14285714285714285
 tonía ,singular ,42.0,56.0,1.0,6.0,0.42857142857142855,0.14285714285714285
 topo ,Total,25.0,43.0,4.0,4.0,0.36764705882352944,0.5
 topo ,plural ,25.0,0.0,4.0,0.0,1.0,1.0
 topo ,singular ,0.0,43.0,0.0,4.0,0.0,0.0
 toria ,Total,4071.0,988.0,20.0,17.0,0.8047044870527772,0.5405405405405406
 toria ,plural ,2.0,0.0,2.0,0.0,1.0,1.0
 toria ,singular ,4069.0,988.0,18.0,17.0,0.8046272493573264,0.5142857142857142
 torio ,Total,1268.0,317.0,50.0,6.0,0.8,0.8928571428571429
 torio ,plural ,5.0,0.0,4.0,0.0,1.0,1.0
 torio ,singular ,1263.0,317.0,46.0,6.0,0.799367088607595,0.8846153846153846
 triz ,Total,63.0,328.0,7.0,9.0,0.16112531969309463,0.4375
 triz ,plural ,27.0,1.0,3.0,1.0,0.9642857142857143,0.75
 triz ,singular ,36.0,327.0,4.0,8.0,0.09917355371900827,0.3333333333333333
 trofia ,Total,28.0,7.0,5.0,3.0,0.8,0.625
 trofia ,singular ,28.0,7.0,5.0,3.0,0.8,0.625
 tropía ,Total,4.0,12.0,1.0,2.0,0.25,0.3333333333333333
 tropía ,singular ,4.0,12.0,1.0,2.0,0.25,0.3333333333333333
 tud ,Total,2510.0,154.0,42.0,5.0,0.9421921921921922,0.8936170212765957
 tud ,plural ,1.0,1.0,1.0,1.0,0.5,0.5
 tud ,singular ,2509.0,153.0,41.0,4.0,0.9425244177310294,0.9111111111111111
 uca ,Total,20.0,165.0,5.0,13.0,0.10810810810810811,0.2777777777777778
 uca ,plural ,0.0,1.0,0.0,1.0,0.0,0.0
 uca ,singular ,20.0,164.0,5.0,12.0,0.10869565217391304,0.29411764705882354
 ucha ,Total,5.0,2990.0,2.0,21.0,0.001669449081803005,0.08695652173913043
 ucha ,singular ,5.0,2990.0,2.0,21.0,0.001669449081803005,0.08695652173913043
 ucho ,Total,33.0,285.0,13.0,21.0,0.10377358490566038,0.38235294117647056
 ucho ,plural ,7.0,21.0,3.0,6.0,0.25,0.3333333333333333
 ucho ,singular ,26.0,264.0,10.0,15.0,0.0896551724137931,0.4
 uco ,Total,72.0,162.0,4.0,20.0,0.3076923076923077,0.16666666666666666
 uco ,plural ,0.0,9.0,0.0,3.0,0.0,0.0
 uco ,singular ,72.0,153.0,4.0,17.0,0.32,0.19047619047619047
 uda ,Total,15.0,5136.0,3.0,39.0,0.0029120559114735,0.07142857142857142
